,Study,Mosquito,Insecticide,concn,Hut,location,wall_type,Deterrency,Induced_Exophily,Bloodfeeding_inhibition,Insecticide_induced_mortality,insecticide,Months_since_IRS,Ntotalfemalemosq_C,Ntotaldied_C,Nexittraps_C,Nbloodfed_C,Ntotalfemalemosq_IRS,Ntotaldied_IRS,Nexittraps_IRS,Nbloodfed_IRS,P_fed_and_alive,P_fed_and_dead,P_unfed_and_dead,P_unfed_and_alive,P_killed,P_bloodfed,P_other
185,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-125,22.22222222,-5.982905983,9.578544061,bendiocarb,7.433333333,116,0,76,26,261,25,191,62,0.35443916,0,0.007662835,-0.564209275,0.007662835,0.35443916,0.637898005
186,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-121.8309859,-1.178130511,40.4952381,27.02980473,bendiocarb,7.5,142,3,97,50,315,90,214,66,0.379965862,0.001210082,0.044444444,-0.571763917,0.045654527,0.379965862,0.574379611
187,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-91.66666667,27.32919255,16.52173913,14.28571429,bendiocarb,7.6,60,4,32,15,115,23,76,24,0.459130435,0,0.133913043,-0.445217391,0.133913043,0.459130435,0.406956522
188,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-136.3636364,63.46153846,34.77564103,7.42081448,bendiocarb,7.633333333,88,3,44,24,208,22,170,37,0.407939679,0.001970723,0.034801136,-0.759833916,0.036771859,0.407939679,0.555288462
189,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-225.3521127,30.25308025,3.063603064,36.69315759,bendiocarb,7.666666667,71,4,45,26,231,93,172,82,0.332546242,0.028102499,0.166758125,-1.254008902,0.194860624,0.332546242,0.472593135
190,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-101.5384615,6.488549618,8.597830454,22.90076336,bendiocarb,7.7,65,0,39,19,131,30,82,35,0.420201441,0.01667466,0,-0.451438638,0.01667466,0.420201441,0.563123899
191,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-1.298701299,55.12820513,37.65182186,28.86500754,bendiocarb,7.733333333,77,9,44,19,78,29,63,12,0.404928405,0,0.063270063,0.493506494,0.063270063,0.404928405,0.531801532
192,Randreiamaherijaona_2017_JMedEnt,Anopheles,bendiocarb,,SRV,Madagascar,EastAfrica,5.882352941,100,#DIV/0!,100,bendiocarb,1,51,4,28,0,48,48,48,0,,,,,,,
193,Randreiamaherijaona_2017_JMedEnt,Anopheles,bendiocarb,,SRV,Madagascar,EastAfrica,-81.48148148,#DIV/0!,#DIV/0!,100,bendiocarb,2,27,21,27,0,49,49,49,0,,,,,,,
194,Randreiamaherijaona_2017_JMedEnt,Anopheles,bendiocarb,,SRV,Madagascar,EastAfrica,-163.6363636,100,#DIV/0!,100,bendiocarb,3,22,0,0,0,58,58,58,0,,,,,,,
195,Randreiamaherijaona_2017_JMedEnt,Anopheles,bendiocarb,,SRV,Madagascar,EastAfrica,0,-42.85714286,100,100,bendiocarb,4,20,0,6,4,20,20,0,0,,,,,,,
196,Randreiamaherijaona_2017_JMedEnt,Anopheles,bendiocarb,,SRV,Madagascar,EastAfrica,-3.571428571,#DIV/0!,100,100,bendiocarb,5,28,19,28,9,29,29,29,0,,,,,,,
197,Randreiamaherijaona_2017_JMedEnt,Anopheles,bendiocarb,,SRV,Madagascar,EastAfrica,1.25,-37.93103448,32.48945148,92.44284905,bendiocarb,6,80,13,22,6,79,74,0,4,,,,,,,
198,Randreiamaherijaona_2017_JMedEnt,Anopheles,bendiocarb,,SRV,Madagascar,EastAfrica,-10.29411765,-5.31986532,-36,57.5,bendiocarb,7,136,8,37,4,150,90,35,6,,,,,,,
199,Djenontin2010,Anophelesgambiae,bendiocarb,,Vallee_du_Kou,BurkinaFaso,,-12.60504202,13.88511986,-12.93802726,80.52500655,bendiocarb,0.5,119,5,20,92,134,109,38,117,,,,,,,
200,Djenontin2010,Anophelesgambiae,bendiocarb,,Vallee_du_Kou,BurkinaFaso,,25.45454545,13.7630662,-41.81184669,26.82926829,bendiocarb,1,55,0,13,35,41,11,14,37,,,,,,,
201,Djenontin2010,Anophelesgambiae,bendiocarb,,Vallee_du_Kou,BurkinaFaso,,-50,5.952380952,-58.73015873,1.851851852,bendiocarb,1.5,74,2,18,42,111,5,32,100,,,,,,,
202,Djenontin2010,Anophelesgambiae,bendiocarb,,Vallee_du_Kou,BurkinaFaso,,-18.18181818,15.38461538,24.78632479,15.38461538,bendiocarb,2,11,0,2,9,13,2,4,8,,,,,,,
