,Study,Mosquito,Insecticide,concn,Hut,location,wall_type,Deterrency,Induced_Exophily,Bloodfeeding_inhibition,Insecticide_induced_mortality,insecticide,Months_since_IRS,time,Ntotalfemalemosq_C,Ntotaldied_C,Nexittraps_C,Nbloodfed_C,Ntotalfemalemosq_IRS,Ntotaldied_IRS,Nexittraps_IRS,Nbloodfed_IRS
248,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,14,-42.54385965,-378.2608696,12.28070175,sumishield,3.7,3.7,50,3,34,23,57,10,31,22
249,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,23.68421053,26.49903288,-100.9615385,30.37825059,sumishield,3.733333333,3.733333333,38,2,27,13,47,16,37,11
250,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,34.375,48.8372093,#DIV/0!,-1.209302326,sumishield,3.766666667,3.766666667,32,7,16,0,43,9,32,15
251,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,12.79069767,20.67281606,-385.483871,5.798969072,sumishield,3.866666667,3.866666667,86,6,67,31,97,12,80,21
252,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-11.58536585,14.19738407,-477.1260997,20.89697483,sumishield,3.9,3.9,164,1,106,55,145,31,101,60
253,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-35.29411765,-17.74891775,-499.1319444,7.814992026,sumishield,3.933333333,3.933333333,119,5,77,64,77,9,45,29
254,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-30.53892216,-7.436953165,-342.7750773,24.46253725,sumishield,3.966666667,3.966666667,167,5,100,73,116,31,66,60
255,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,18.27956989,-14.38502674,-221.7297297,18.33677686,sumishield,4,4,93,5,59,37,110,25,64,32
256,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,12.30769231,42.55413168,-113.5714286,14.19676214,sumishield,4.1,4.1,65,10,34,35,73,20,53,23
257,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,44.06779661,4.558823529,-69.95884774,26.80213904,sumishield,4.133333333,4.133333333,59,4,43,27,85,27,63,21
258,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,71.05263158,25.2991453,67.52136752,47.30227519,sumishield,4.166666667,4.166666667,76,5,40,39,130,66,84,11
259,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,36.19047619,7.136980666,-16.22390892,39.92371265,sumishield,4.2,4.2,105,6,71,51,143,62,100,35
260,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,15.05376344,26.4557872,-229.8986486,20.50376111,sumishield,4.233333333,4.233333333,93,11,54,37,107,32,74,42
261,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-4.87804878,29.91452991,-258.3916084,7.657657658,sumishield,4.333333333,4.333333333,82,8,55,44,78,13,60,25
262,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-20.79207921,5.3125,-89.375,27.11340206,sumishield,4.366666667,4.366666667,101,4,73,40,80,24,59,18
263,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-7.8125,27.68361582,-182.3529412,18.16830211,sumishield,4.4,4.4,64,7,37,34,59,16,41,24
264,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-45.12195122,53.27635328,-110.2564103,21.2012012,sumishield,4.433333333,4.433333333,82,8,43,54,45,13,35,18
265,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,23.80952381,39.42307692,-32.890625,47.9791395,sumishield,4.466666667,4.466666667,63,4,27,32,78,40,51,27
266,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-3.278688525,52.28161669,-49.11111111,38.32887303,sumishield,4.6,4.6,61,4,35,18,59,25,47,11
267,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,11.40350877,15.31718912,-137.5,35.65605184,sumishield,4.633333333,4.633333333,114,1,61,48,127,46,77,46
268,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,23.92638037,4.040674338,-187.0647773,30.47200947,sumishield,4.666666667,4.666666667,163,4,89,76,202,65,114,87
269,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-13.125,-67.42969261,-642.081448,14.42635365,sumishield,4.7,4.7,160,8,116,68,139,26,75,82
270,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,8.280254777,46.66942833,-269.6870343,30.58439062,sumishield,4.733333333,4.733333333,157,4,86,61,170,55,129,79
271,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,20.3539823,-13.09232026,-370.8333333,19.19859687,sumishield,4.8,4.8,113,4,77,36,136,30,87,45
272,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-51.61290323,16.53846154,-367.9245283,13.16526611,sumishield,4.833333333,4.833333333,124,5,72,53,60,10,39,20
273,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,4.901960784,-15.39596655,-477.5261324,23.93089776,sumishield,4.866666667,4.866666667,102,3,64,41,107,28,61,65
274,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-9.183673469,32.97508549,-711.7171717,10.53370787,sumishield,4.9,4.9,98,2,52,45,89,11,61,41
275,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,11.5942029,24.17582418,-150.9090909,21.41858142,sumishield,4.933333333,4.933333333,69,4,30,44,77,20,44,32
276,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-13.33333333,-76.11336032,-126.1904762,23.07692308,sumishield,5.033333333,5.033333333,60,3,41,36,52,14,23,19
277,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-15.90909091,-8.426073132,-1097.278912,7.353865493,sumishield,5.066666667,5.066666667,88,2,54,42,74,7,43,40
278,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-32.23140496,-99.92132179,-1103.826531,7.461761058,sumishield,5.1,5.1,121,3,90,49,82,8,40,39
279,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-4.794520548,7.863183138,-23.67890278,24.01653146,sumishield,5.133333333,5.133333333,146,5,89,67,139,37,89,21
280,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,27.52808989,24.33727491,-279.0594499,18.37596929,sumishield,5.166666667,5.166666667,178,7,121,69,227,49,172,72
281,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-48.35164835,17.85944552,-218.1818182,13.94799054,sumishield,5.5,5.5,91,10,58,52,47,11,33,20
282,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-57.14285714,-3.703703704,-224.0740741,40,sumishield,5.533333333,5.533333333,70,0,25,18,30,12,10,10
283,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-61.36363636,17.17647059,-1314.285714,0.212615167,sumishield,5.566666667,5.566666667,88,5,38,56,34,2,18,18
284,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-49.57983193,40.5,-603.7634409,13.54700855,sumishield,5.6,5.6,119,2,59,62,60,9,42,33
285,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,17.82178218,57.56302521,-65.57377049,26.27111451,sumishield,5.633333333,5.633333333,101,2,57,61,119,33,97,33
286,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,95.42857143,31.39901035,-123.2986767,25.19065695,sumishield,5.733333333,5.733333333,175,4,84,115,342,92,220,135
287,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,63.37209302,-27.78922395,-47.86903238,49.35604135,sumishield,5.8,5.8,172,4,115,77,281,142,162,94
288,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-11.94968553,-11.61330049,-126.6447368,53.40659341,sumishield,5.833333333,5.833333333,159,3,101,48,140,76,83,52
289,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,71.30434783,24.11167513,-126.044226,34.72542686,sumishield,5.866666667,5.866666667,115,5,55,33,197,74,119,48
290,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,43.60902256,13.28657513,-219.7115385,25.54571083,sumishield,5.9,5.9,133,3,80,64,191,52,125,80
291,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-49.55752212,35.80618212,-211.986532,23.61178175,sumishield,5.966666667,5.966666667,226,8,121,99,114,30,80,41
292,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,42.85714286,-34.90909091,-193.7420179,22.5443787,sumishield,6,6,175,6,120,87,250,63,144,92
293,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,79.61165049,-1.806949807,-251.1363636,28.33823923,sumishield,6.033333333,6.033333333,103,2,68,48,185,55,121,90
294,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,6.989247312,-12.3833453,-239.391771,31.93139611,sumishield,6.066666667,6.066666667,186,2,102,86,199,65,98,102
295,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,8.108108108,-0.208333333,-575.0776398,12.09944751,sumishield,6.1,6.1,185,4,101,92,200,28,109,94
296,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,22.60869565,31.4893617,-143.9886846,28.85931203,sumishield,6.2,6.2,230,3,130,101,282,84,198,90
297,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,42.00743494,-62.78642823,-262.5106112,31.69901193,sumishield,6.233333333,6.233333333,269,3,192,76,382,124,204,127
298,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,4.705882353,-46.28075665,-88.64516129,45.96893326,sumishield,6.266666667,6.266666667,255,4,176,93,267,125,146,86
299,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,44.48529412,19.81047644,-7.966750724,42.23918575,sumishield,6.3,6.3,272,0,127,129,393,166,225,85
300,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,75.33632287,46.68631158,-69.51013514,37.57171494,sumishield,6.333333333,6.333333333,223,1,131,88,391,148,305,99
301,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,24.86187845,3.703118416,-160.7699575,31.92477876,sumishield,6.433333333,6.433333333,181,1,97,58,226,73,125,61
302,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,62.23404255,-76.62042875,-156.5120318,45.57377049,sumishield,6.466666667,6.466666667,188,0,136,58,305,139,156,110
303,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,73.55371901,-19.71957672,-275.8534799,20.35014006,sumishield,6.5,6.5,242,4,152,75,420,91,233,106
304,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,51.2962963,19.47892988,-96.72131148,44.59282987,sumishield,6.533333333,6.533333333,540,2,288,87,817,366,510,116
305,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,19.36416185,12.31315577,-62.82352941,37.04600484,sumishield,6.566666667,6.566666667,346,0,196,100,413,153,256,72
306,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,10.94527363,29.18001281,-145.1219512,17.5654055,sumishield,6.666666667,6.666666667,201,2,103,72,223,41,146,36
307,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,59.21052632,31.53719008,-24.54268293,33.00275482,sumishield,6.7,6.7,228,3,128,128,363,123,254,86
308,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,73.02325581,-25,-526.1403509,14.53906131,sumishield,6.733333333,6.733333333,215,4,129,95,372,60,186,166
309,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,54.54545455,34.68368479,-76.78571429,23.52941176,sumishield,6.766666667,6.766666667,209,0,103,98,323,76,216,63
310,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,23.62637363,31.55555556,-293.7610063,23.55555556,sumishield,6.8,6.8,182,0,104,75,225,53,159,86
311,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,10.3626943,30.78377673,-56.57848325,28.46553002,sumishield,6.9,6.9,193,3,121,90,213,63,158,46
312,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,79.50310559,23.28549549,-120.6504065,31.66320646,sumishield,6.933333333,6.933333333,161,11,100,41,289,105,205,59
313,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,415.3846154,15.45842217,-222.875817,5.410447761,sumishield,6.966666667,6.966666667,26,2,12,18,134,17,73,38
314,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,42.40506329,0.264090177,-575.2136752,14.07017544,sumishield,7,7,158,6,89,48,225,39,127,80
315,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,33.75,17.89052069,-149.550706,22.97776345,sumishield,7.033333333,7.033333333,240,8,128,95,321,82,198,81
316,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,35.55555556,-80.05001389,-265.9119898,19.18777943,sumishield,7.133333333,7.133333333,225,5,166,49,305,64,161,51
317,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,108.7209302,26.90522106,-140.5270943,30.91922006,sumishield,7.166666667,7.166666667,172,0,94,67,359,111,240,104
318,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,81.45695364,43.35969181,0.858585859,39.41605839,sumishield,7.2,7.2,151,0,79,55,274,108,200,39
319,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,53.50318471,46.69935873,-195.4991817,20.0490381,sumishield,7.233333333,7.233333333,157,3,69,47,241,52,169,46
320,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,95.8974359,2.938573851,-74.61832061,32.91713495,sumishield,7.266666667,7.266666667,195,4,124,52,382,131,247,61
321,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,37.5,14.15797317,-135.6241234,20.7523511,sumishield,7.366666667,7.366666667,160,15,99,23,220,62,148,21
322,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,52.97297297,8.638085913,-119.0082645,34.62897527,sumishield,7.4,7.4,185,23,102,37,283,121,167,53
323,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,104.3103448,-21.13924051,-471.0769231,21.09704641,sumishield,7.433333333,7.433333333,116,0,76,26,237,50,138,64
324,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,126.7605634,-18.57832988,-243.7894737,27.98158988,sumishield,7.5,7.5,142,3,97,50,322,95,201,115
325,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-16.66666667,48.57142857,-131.5789474,33.57142857,sumishield,7.6,7.6,60,4,32,15,50,19,38,11
326,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,72.72727273,7.894736842,-170.1754386,35.29411765,sumishield,7.633333333,7.633333333,88,3,44,24,152,57,82,42
327,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,49.29577465,33.01886792,-43.36538462,34.01858631,sumishield,7.666666667,7.666666667,71,4,45,26,106,40,80,21
328,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,70.76923077,3.153153153,-276.3157895,18.01801802,sumishield,7.7,7.7,65,0,39,19,111,20,68,22
329,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-5.194805195,45.66210046,-285.9649123,19.33924255,sumishield,7.733333333,7.733333333,77,9,44,19,73,21,56,20
330,UNPUBLISHED_PieMullerCDIvoire,Anophelesgambiae,S50wg,0.5,WestAfrica,Benin,cement,-64.89361702,-0.792540793,-526.6666667,10.88539021,sumishield,1,1,1692,108,522,1269,594,405,180,423
331,UNPUBLISHED_PieMullerCDIvoire,Anophelesgambiae,S50wg,0.5,WestAfrica,Benin,cement,-79.29515419,-1.679731243,-530.5555556,16.57640232,sumishield,2,2,2043,63,675,1260,423,243,135,315
332,UNPUBLISHED_PieMullerCDIvoire,Anophelesgambiae,S50wg,0.5,WestAfrica,Benin,cement,-80,-16.82242991,-683.6734694,10,sumishield,3,3,1440,90,477,882,288,171,63,216
333,UNPUBLISHED_PieMullerCDIvoire,Anophelesgambiae,S50wg,0.5,WestAfrica,Benin,cement,-54.48275862,10.12396694,-554.5138889,14.03162055,sumishield,4,4,1305,63,315,864,594,207,189,468
334,UNPUBLISHED_PieMullerCDIvoire,Anophelesgambiae,S50wg,0.5,WestAfrica,Benin,cement,2.167182663,6.949313765,-432.8654971,16.49715909,sumishield,5,5,2907,72,900,2565,2970,945,1062,2412
335,UNPUBLISHED_PieMullerCDIvoire,Anophelesgambiae,S50wg,0.5,WestAfrica,Benin,cement,30.23255814,8.433035714,-479.4718523,14.99222193,sumishield,6,6,5031,135,1431,4032,6552,2592,2259,4932
336,UNPUBLISHED_PieMullerCDIvoire,Anophelesgambiae,S50wg,0.5,WestAfrica,Benin,cement,-5.235602094,7.808604424,-727.7559607,12.70718232,sumishield,7,7,3438,27,945,2790,3258,702,1080,2781
337,UNPUBLISHED_PieMullerCDIvoire,Anophelesgambiae,S50wg,0.5,WestAfrica,Benin,cement,-2.791461412,5.515992611,-6996.129838,1.032746856,sumishield,8,8,5481,27,1728,4806,5328,1125,1881,5040
338,UNPUBLISHED_PieMullerCDIvoire,Anophelesgambiae,S50wg,0.5,WestAfrica,Benin,cement,-15.33442088,-2.754433193,-58088.90977,0.192678227,sumishield,9,9,5517,0,1710,4788,4671,684,1359,4545
339,UNPUBLISHED_PieMullerCDIvoire,Anophelesgambiae,S50wg,0.5,WestAfrica,Benin,cement,-21.32352941,7.960038672,#DIV/0!,0,sumishield,10,10,3672,9,801,3267,2889,324,810,2772
340,UNPUBLISHED_PieMullerCDIvoire,Anophelesgambiae,S50wg,0.5,WestAfrica,Benin,cement,-17.79661017,2.405498282,#DIV/0!,0,sumishield,11,11,2124,27,531,1989,1746,279,468,1710
341,UNPUBLISHED_PieMullerCDIvoire,Anophelesgambiae,S50wg,0.5,WestAfrica,Benin,cement,-50,25.49019608,#DIV/0!,0,sumishield,12,12,1818,0,441,1647,909,81,396,864
342,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,70.02487562,-37.62499594,-21.88386431,44.47545767,sumishield,0.25,0.25,804,83,421,531,241,121,83,194
343,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,74.65116279,-50.65019779,26.91510602,43.71900674,sumishield,0.5,0.5,1720,227,848,1452,436,223,103,269
344,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,51.20772947,-57.43042759,17.11003406,43.41315063,sumishield,0.75,0.75,1242,83,608,811,606,286,119,328
345,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,62.91161179,-34.81308411,-5.633468567,50.24899686,sumishield,1,1,1154,43,562,827,428,223,132,324
346,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,39.35617861,-42.41127024,34.68009496,48.65579462,sumishield,1.25,1.25,963,22,413,929,584,291,109,368
347,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,-4.126547455,-78.56877477,33.59728251,49.00571195,sumishield,1.5,1.5,727,17,407,700,757,380,162,484
348,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,-9.016393443,-56.39097744,28.22033762,50.47387376,sumishield,1.75,1.75,488,12,244,469,532,275,116,367
349,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,14.63414634,-3.490870032,22.24137931,47.31843575,sumishield,2,2,369,11,103,348,315,154,80,231
350,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,55.35248042,-27.28186104,21.20490515,45.56993041,sumishield,2.25,2.25,383,25,156,361,171,84,42,127
351,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,61.29032258,-13.13868613,52.42812743,45.91543514,sumishield,2.5,2.5,434,28,160,429,168,83,48,79
352,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,65.98465473,-29.98508668,48.209903,45.12280702,sumishield,2.75,2.75,391,16,149,386,133,63,26,68
353,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,62.24256293,-23.97163121,30.79968329,49.04340315,sumishield,3,3,437,16,155,421,165,84,33,110
354,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,85.95041322,-37.15067422,37.70111984,47.50542299,sumishield,3.25,3.25,484,23,183,457,68,34,10,40
355,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,83.03571429,1.297429621,16.82273168,48.15703755,sumishield,3.5,3.5,336,29,121,326,57,30,21,46
356,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,91.19496855,-18.54256854,19.07024092,45.79545455,sumishield,3.75,3.75,477,37,180,421,42,21,11,30
357,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,90.97222222,-8.597285068,30.06993007,41.40670413,sumishield,4,4,432,35,126,396,39,18,9,25
358,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,92.90187891,-19.79791917,16.60241264,27.51019871,sumishield,4.25,4.25,479,32,185,473,34,11,9,28
359,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,92.3553719,-6.177606178,18.41906423,27.82851817,sumishield,4.5,4.5,484,49,176,465,37,13,12,29
360,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,97.72256729,-19.88830282,50.77456176,39.01515152,sumishield,4.75,4.75,483,51,190,446,11,5,3,5
361,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,91.27272727,-13.91325536,17.5,41.35498688,sumishield,5,5,275,21,104,250,24,11,7,18
362,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,82.4137931,-20.79650513,22.66666667,36.05795732,sumishield,5.25,5.25,290,41,97,250,51,23,10,34
363,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,83.09178744,-23.78737542,12.26059655,32.23214286,sumishield,5.5,5.5,207,15,78,182,35,13,8,27
364,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,41.73228346,-32.517961,8.167377904,43.77912395,sumishield,5.75,5.75,127,11,48,114,74,36,13,61
365,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,-46.03174603,-10.23329799,8.889093589,44.53826806,sumishield,6,6,126,5,44,118,184,86,52,157
366,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,-74.13793103,-23.55235524,22.06506365,32.31966054,sumishield,6.25,6.25,58,2,25,56,101,35,30,76
367,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,-101.9607843,7.009235141,24.73786408,39.36992273,sumishield,6.5,6.5,51,2,10,50,103,43,26,76
