,Study,Mosquito,Insecticide,concn,Hut,location,wall_type,Deterrency,Induced_Exophily,Bloodfeeding_inhibition,Insecticide_induced_mortality,insecticide,Months_since_IRS,time,Ntotalfemalemosq_C,Ntotaldied_C,Nexittraps_C,Nbloodfed_C,Ntotalfemalemosq_IRS,Ntotaldied_IRS,Nexittraps_IRS,Nbloodfed_IRS
125,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-71.18644068,-6.045751634,-713.7931034,10.24340771,sumishield,6.25,6.25,59,1,23,58,17,2,6,16
126,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_100,0.1,WestAfrica,Benin,concrete,-25.92592593,-18.63636364,-918.8679245,8.301886792,sumishield,6.5,6.5,54,1,21,53,40,4,11,40
127,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_200,0.2,WestAfrica,Benin,concrete,-38.88888889,-14.04958678,-689.6226415,10.46312178,sumishield,6.5,6.5,54,1,21,53,33,4,10,31
128,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_300,0.3,WestAfrica,Benin,concrete,-55.55555556,18.18181818,-389.0566038,19.33962264,sumishield,6.5,6.5,54,1,21,53,24,5,12,24
129,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_450,0.45,WestAfrica,Benin,concrete,-81.48148148,18.18181818,-409.4339623,18.49056604,sumishield,6.5,6.5,54,1,21,53,10,2,5,10
130,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-59.25925926,-26.44628099,-969.8113208,7.375643225,sumishield,6.5,6.5,54,1,21,53,22,2,5,21
131,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_100,0.1,WestAfrica,Benin,concrete,-10,-27.57201646,-920.4081633,8.888888889,sumishield,6.75,6.75,50,0,23,49,45,4,14,40
132,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_200,0.2,WestAfrica,Benin,concrete,-38,-13.50059737,-886.3945578,9.677419355,sumishield,6.75,6.75,50,0,23,49,31,3,12,29
133,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_300,0.3,WestAfrica,Benin,concrete,-44,20.63492063,-376.1904762,21.42857143,sumishield,6.75,6.75,50,0,23,49,28,6,16,28
134,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_450,0.45,WestAfrica,Benin,concrete,-86,20.63492063,-257.1428571,28.57142857,sumishield,6.75,6.75,50,0,23,49,7,2,4,7
135,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-48,-42.45014245,-1175.510204,7.692307692,sumishield,6.75,6.75,50,0,23,49,26,2,6,25
136,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_100,0.1,WestAfrica,Benin,concrete,-30.98591549,-3.948535936,-1015.714286,8.163265306,sumishield,7,7,71,0,25,70,49,4,16,44
137,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_200,0.2,WestAfrica,Benin,concrete,-47.88732394,-12.63219741,-1083.333333,8.108108108,sumishield,7,7,71,0,25,70,37,3,10,35
138,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_300,0.3,WestAfrica,Benin,concrete,-54.92957746,18.00271739,-363.6734694,21.875,sumishield,7,7,71,0,25,70,32,7,15,32
139,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_450,0.45,WestAfrica,Benin,concrete,-90.14084507,33.85093168,-255,28.57142857,sumishield,7,7,71,0,25,70,7,2,4,7
140,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-64.78873239,-29.65217391,-1117.142857,8,sumishield,7,7,71,0,25,70,25,2,4,24
141,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_100,0.1,WestAfrica,Benin,concrete,-15.27777778,1.237872198,-1035.774648,8.196721311,sumishield,7.25,7.25,72,0,23,71,61,5,20,56
142,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_200,0.2,WestAfrica,Benin,concrete,-47.22222222,-8.270676692,-1116.901408,7.894736842,sumishield,7.25,7.25,72,0,23,71,38,3,10,36
143,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_300,0.3,WestAfrica,Benin,concrete,-44.44444444,11.83673469,-576.056338,15,sumishield,7.25,7.25,72,0,23,71,40,6,16,40
144,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_450,0.45,WestAfrica,Benin,concrete,-90.27777778,37.02623907,-609.8591549,14.28571429,sumishield,7.25,7.25,72,0,23,71,7,1,4,7
145,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-65.27777778,-17.55102041,#DIV/0!,0,sumishield,7.25,7.25,72,0,23,71,25,0,5,25
146,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_100,0.1,WestAfrica,Benin,concrete,-32.95454545,-5.762711864,-1720.689655,5.084745763,sumishield,7.5,7.5,88,0,33,87,59,3,20,54
147,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_200,0.2,WestAfrica,Benin,concrete,-50,-23.63636364,-749.6551724,11.36363636,sumishield,7.5,7.5,88,0,33,87,44,5,10,42
148,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_300,0.3,WestAfrica,Benin,concrete,-52.27272727,8.571428571,-431.0344828,19.04761905,sumishield,7.5,7.5,88,0,33,87,42,8,18,42
149,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_450,0.45,WestAfrica,Benin,concrete,-93.18181818,46.66666667,-506.8965517,16.66666667,sumishield,7.5,7.5,88,0,33,87,6,1,4,6
150,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-68.18181818,-37.14285714,#DIV/0!,0,sumishield,7.5,7.5,88,0,33,87,28,0,4,27
151,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_100,0.1,WestAfrica,Benin,concrete,-30.92783505,1.184553423,-1400,5.970149254,sumishield,7.75,7.75,97,0,34,97,67,4,24,60
152,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_200,0.2,WestAfrica,Benin,concrete,-61.8556701,-20.67782068,-800,10.81081081,sumishield,7.75,7.75,97,0,34,97,37,4,8,36
153,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_300,0.3,WestAfrica,Benin,concrete,-62.88659794,14.46208113,-350,22.22222222,sumishield,7.75,7.75,97,0,34,97,36,8,16,36
154,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_450,0.45,WestAfrica,Benin,concrete,-94.84536082,38.41269841,-400,20,sumishield,7.75,7.75,97,0,34,97,5,1,3,5
155,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-72.16494845,-25.45561434,#DIV/0!,0,sumishield,7.75,7.75,97,0,34,97,27,0,5,26
156,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_100,0.1,WestAfrica,Benin,concrete,-39.63963964,16.05970149,-1400,5.970149254,sumishield,8,8,111,0,36,111,67,4,29,60
157,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_200,0.2,WestAfrica,Benin,concrete,-59.45945946,-11.82222222,-720,11.11111111,sumishield,8,8,111,0,36,111,45,5,11,41
158,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_300,0.3,WestAfrica,Benin,concrete,-56.75675676,-1.75,-433.3333333,18.75,sumishield,8,8,111,0,36,111,48,9,15,48
159,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_450,0.45,WestAfrica,Benin,concrete,-97.2972973,50.66666667,#DIV/0!,0,sumishield,8,8,111,0,36,111,3,0,2,3
160,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-71.17117117,-11,#DIV/0!,0,sumishield,8,8,111,0,36,111,32,0,8,31
161,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_100,0.1,WestAfrica,Benin,concrete,-44.61538462,22.61904762,-3150,2.777777778,sumishield,8.25,8.25,130,0,32,128,72,2,30,64
162,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_200,0.2,WestAfrica,Benin,concrete,-63.07692308,-7.780612245,-793.75,10.41666667,sumishield,8.25,8.25,130,0,32,128,48,5,9,44
163,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_300,0.3,WestAfrica,Benin,concrete,-53.84615385,15.98639456,-478.90625,16.66666667,sumishield,8.25,8.25,130,0,32,128,60,10,22,57
164,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_450,0.45,WestAfrica,Benin,concrete,-97.69230769,100,#DIV/0!,0,sumishield,8.25,8.25,130,0,32,128,3,0,3,2
165,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-76.15384615,27.25477288,#DIV/0!,0,sumishield,8.25,8.25,130,0,32,128,31,0,14,30
166,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_100,0.1,WestAfrica,Benin,concrete,-37.6,11.94702733,-3660.162602,2.564102564,sumishield,8.5,8.5,125,0,34,123,78,2,28,74
167,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_200,0.2,WestAfrica,Benin,concrete,-60.8,-12.13276519,-814.6341463,10.20408163,sumishield,8.5,8.5,125,0,34,123,49,5,9,45
168,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_300,0.3,WestAfrica,Benin,concrete,-48.8,9.855769231,-519.9186992,15.625,sumishield,8.5,8.5,125,0,34,123,64,10,22,61
169,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_450,0.45,WestAfrica,Benin,concrete,-97.6,100,#DIV/0!,0,sumishield,8.5,8.5,125,0,34,123,3,0,3,2
170,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-70.4,22.03742204,#DIV/0!,0,sumishield,8.5,8.5,125,0,34,123,37,0,16,35
171,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_100,0.1,WestAfrica,Benin,concrete,-22.22222222,8.860759494,-2549.056604,3.571428571,sumishield,8.75,8.75,108,0,29,106,84,3,28,78
172,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_200,0.2,WestAfrica,Benin,concrete,-55.55555556,0.316455696,-647.1698113,12.5,sumishield,8.75,8.75,108,0,29,106,48,6,13,44
173,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_300,0.3,WestAfrica,Benin,concrete,-39.81481481,7.458617332,-474.271012,16.92307692,sumishield,8.75,8.75,108,0,29,106,65,11,21,62
174,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_450,0.45,WestAfrica,Benin,concrete,-96.2962963,65.82278481,-205.6603774,25,sumishield,8.75,8.75,108,0,29,106,4,1,3,3
175,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-58.33333333,14.93670886,#DIV/0!,0,sumishield,8.75,8.75,108,0,29,106,45,0,17,43
176,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_100,0.1,WestAfrica,Benin,concrete,-29.83870968,20.00938306,-4016.393443,2.298850575,sumishield,9,9,124,0,26,122,87,2,32,81
177,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_200,0.2,WestAfrica,Benin,concrete,-58.06451613,2.668759812,-730.0546448,11.53846154,sumishield,9,9,124,0,26,122,52,6,12,49
178,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_300,0.3,WestAfrica,Benin,concrete,-53.22580645,10.55594652,-408.1967213,18.96551724,sumishield,9,9,124,0,26,122,58,11,17,55
179,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_450,0.45,WestAfrica,Benin,concrete,-96.77419355,36.73469388,-204.9180328,25,sumishield,9,9,124,0,26,122,4,1,2,3
180,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-61.29032258,20.91836735,#DIV/0!,0,sumishield,9,9,124,0,26,122,48,0,18,45
181,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_100,0.1,WestAfrica,Benin,concrete,-23.72881356,29.9009901,-4209.565217,2.222222222,sumishield,9.25,9.25,118,0,17,115,90,2,36,84
182,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_200,0.2,WestAfrica,Benin,concrete,-51.69491525,13.91349661,-1285.217391,7.01754386,sumishield,9.25,9.25,118,0,17,115,57,4,15,54
183,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_300,0.3,WestAfrica,Benin,concrete,-47.45762712,13.31842862,-450.3557312,17.74193548,sumishield,9.25,9.25,118,0,17,115,62,11,16,59
184,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_450,0.45,WestAfrica,Benin,concrete,-94.91525424,41.58415842,-413.0434783,16.66666667,sumishield,9.25,9.25,118,0,17,115,6,1,3,5
185,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-60.16949153,37.85548768,#DIV/0!,0,sumishield,9.25,9.25,118,0,17,115,47,0,22,45
186,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_100,0.1,WestAfrica,Benin,concrete,-4.958677686,25.00462535,-11179.66102,0.869565217,sumishield,9.5,9.5,121,0,27,118,115,1,48,110
187,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_200,0.2,WestAfrica,Benin,concrete,-42.97520661,-2.605612088,-1233.050847,7.246376812,sumishield,9.5,9.5,121,0,27,118,69,5,14,65
188,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_300,0.3,WestAfrica,Benin,concrete,-46.28099174,16.82487725,-477.9661017,16.92307692,sumishield,9.5,9.5,121,0,27,118,65,11,23,62
189,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_450,0.45,WestAfrica,Benin,concrete,-95.04132231,35.63829787,-412.7118644,16.66666667,sumishield,9.5,9.5,121,0,27,118,6,1,3,5
190,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-49.58677686,19.81164981,#DIV/0!,0,sumishield,9.5,9.5,121,0,27,118,61,0,23,59
191,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_100,0.1,WestAfrica,Benin,concrete,9.259259259,19.37046005,-11522.85714,0.847457627,sumishield,9.75,9.75,108,0,24,105,118,1,44,113
192,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_200,0.2,WestAfrica,Benin,concrete,-45.37037037,-0.242130751,-1093.142857,8.474576271,sumishield,9.75,9.75,108,0,24,105,59,5,13,58
193,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_300,0.3,WestAfrica,Benin,concrete,-50,21.42857143,-482.8571429,16.66666667,sumishield,9.75,9.75,108,0,24,105,54,9,21,51
194,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_450,0.45,WestAfrica,Benin,concrete,-93.51851852,26.53061224,-208.5714286,28.57142857,sumishield,9.75,9.75,108,0,24,105,7,2,3,6
195,UNPUBLISHED_Data_Corbel,Anophelesgambiae,S1642_50,0.05,WestAfrica,Benin,concrete,-47.22222222,16.54135338,#DIV/0!,0,sumishield,9.75,9.75,108,0,24,105,57,0,20,54
196,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-38.25136612,-4.789172306,24.69135802,45.7109815,sumishield,1.3,1.3,183,7,132,9,113,54,80,2
197,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,78.26086957,25.20325203,-287.9518072,47.16392513,sumishield,1.333333333,1.333333333,92,6,77,2,164,83,144,7
198,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-55.67010309,-329.6788483,-1840,10.26596428,sumishield,1.366666667,1.366666667,194,13,173,5,86,14,46,7
199,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-5.426356589,33.03278689,100,36.20783092,sumishield,1.4,1.4,129,8,69,7,122,49,84,0
200,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,69.23076923,47.47474747,100,55.3030303,sumishield,1.433333333,1.433333333,91,13,46,8,154,95,114,0
201,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-20.19230769,49.87951807,-188.8888889,15.02561972,sumishield,1.533333333,1.533333333,104,17,74,15,83,24,71,10
202,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-63.54166667,-42.22222222,-966.6666667,16.52173913,sumishield,1.566666667,1.566666667,96,4,69,9,35,7,21,7
203,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,29.62962963,0.816326531,-215,25.82417582,sumishield,1.6,1.6,54,2,40,6,70,20,52,7
204,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,280.8219178,21.22302158,40.6504065,39.25158381,sumishield,1.633333333,1.633333333,73,6,60,5,278,123,239,5
205,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,23.33333333,-71.89189189,-438.0116959,26.94674873,sumishield,1.666666667,1.666666667,120,19,95,9,148,57,95,23
206,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,79.41176471,-43.32552693,-1154.761905,14.65163934,sumishield,1.766666667,1.766666667,102,6,88,7,183,36,147,31
207,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,5.813953488,-110.8199493,-372.5274725,16.98841699,sumishield,1.8,1.8,86,12,73,7,91,26,62,10
208,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,23.07692308,-45.39473684,-196.4912281,28.30882353,sumishield,1.833333333,1.833333333,104,2,85,12,128,38,94,13
209,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-0.724637681,-13.86861314,10.24390244,23.25338895,sumishield,1.866666667,1.866666667,138,12,115,30,137,41,111,8
210,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,154.7169811,63.64883402,-278.5714286,17.11934156,sumishield,1.9,1.9,53,8,26,7,135,40,110,20
211,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-8.571428571,-15.28716216,-433.3333333,7.528409091,sumishield,2,2,140,30,103,12,128,35,89,16
212,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-12.5,9.77443609,2.43902439,52.94117647,sumishield,2.033333333,2.033333333,160,24,103,41,140,84,95,21
213,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,12.39669421,-22.01680672,-429.6296296,29.16904626,sumishield,2.066666667,2.066666667,121,18,86,11,136,54,88,26
214,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,42.06349206,13.1344348,-88.55633803,37.68660134,sumishield,2.1,2.1,126,4,79,16,179,71,121,17
215,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,58.92857143,9.454645108,-417.3913043,8.729472774,sumishield,2.133333333,2.133333333,112,21,71,24,178,46,119,51
216,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-20.30075188,17.24207146,-107.0512821,36.77016788,sumishield,2.233333333,2.233333333,133,6,86,26,106,42,75,17
217,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-5.34351145,-5.64516129,-235.0383632,11.13958396,sumishield,2.266666667,2.266666667,131,24,98,23,124,34,91,20
218,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-34.58646617,-46.07918263,-309.5307918,33.63628263,sumishield,2.3,2.3,133,4,88,22,87,31,44,21
219,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,25.73529412,3.724222838,-353.3333333,27.26545709,sumishield,2.333333333,2.333333333,136,19,98,15,171,64,125,32
220,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,71.27659574,16.59272405,-315.7248157,10.6203512,sumishield,2.366666667,2.366666667,94,13,59,22,161,37,111,36
221,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-26.88172043,34.05987395,-215.984556,6.667329094,sumishield,2.466666667,2.466666667,186,38,130,37,136,35,109,22
222,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-46.75324675,-56.50406504,-370.5555556,7.542213884,sumishield,2.5,2.5,154,24,118,40,82,18,52,22
223,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-5.555555556,-47.05882353,-2003.896104,3.967168263,sumishield,2.533333333,2.533333333,90,4,72,11,85,7,60,18
224,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-15.90909091,32.50547845,-62.10526316,20.23731048,sumishield,2.566666667,2.566666667,88,6,51,40,74,19,53,14
225,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,28.68852459,37.8343949,-48.61058241,44.30997877,sumishield,2.6,2.6,122,2,72,37,157,71,117,32
226,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-28.7037037,22.85714286,-308.5526316,16.93355189,sumishield,2.7,2.7,108,5,68,38,77,16,55,23
227,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,0,40.47619048,-24.03361345,39.74358974,sumishield,2.733333333,2.733333333,82,4,40,34,82,35,57,18
228,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-34.35114504,-16.05758583,-134.7670251,30.86762075,sumishield,2.766666667,2.766666667,131,1,89,31,86,27,54,15
229,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-17.07317073,-28.125,-198.1818182,19.09903202,sumishield,2.8,2.8,82,3,50,33,68,15,34,18
230,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,124.0506329,57.91767554,-63.64285714,24.99215317,sumishield,2.833333333,2.833333333,79,7,44,25,177,56,144,29
231,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-9.933774834,34.79225023,-250.6685433,12.64597751,sumishield,2.933333333,2.933333333,151,15,88,49,136,29,99,33
232,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,3.676470588,-38.49790871,-129.5,27.8381928,sumishield,2.966666667,2.966666667,136,1,97,40,141,40,85,27
233,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-12.04819277,-25.66690699,-604.135737,6.767123288,sumishield,3,3,166,16,109,41,146,23,83,40
234,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-13.63636364,33.52826511,-1.492537313,27.85425101,sumishield,3.033333333,3.033333333,132,2,78,67,114,33,83,17
235,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,40.51724138,1.90681479,-187.2380952,20.26812088,sumishield,3.066666667,3.066666667,116,8,79,50,163,42,112,52
236,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-4.587155963,48.76068376,-29.76190476,32.18325792,sumishield,3.166666667,3.166666667,109,7,64,42,104,38,82,19
237,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,11.26760563,10.12658228,-548.015873,14.33939873,sumishield,3.2,3.2,71,7,46,28,79,18,54,46
238,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-6.451612903,-72.67904509,-520,14.84511981,sumishield,3.233333333,3.233333333,62,3,49,20,58,11,37,22
239,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-13.25301205,-40.89506173,-40.12987013,23.14814815,sumishield,3.266666667,3.266666667,83,8,56,35,72,22,39,13
240,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,36.36363636,1,-103.5714286,26.66666667,sumishield,3.3,3.3,66,4,46,22,90,28,63,19
241,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,15,-0.334448161,-300,30.88071349,sumishield,3.4,3.4,40,1,27,10,46,15,31,15
242,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-6.493506494,-55.06944444,-1115.789474,17.62387387,sumishield,3.433333333,3.433333333,77,3,57,19,72,15,43,45
243,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,3.278688525,11.5942029,-429.7368421,28.21565408,sumishield,3.466666667,3.466666667,61,3,38,19,63,20,42,33
244,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,17.33333333,38.4469697,-103.2019704,27.97695262,sumishield,3.5,3.5,75,4,39,29,88,28,62,22
245,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-7.01754386,38.54447439,-141.8181818,15.91766724,sumishield,3.533333333,3.533333333,57,2,29,33,53,10,37,14
246,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,78.94736842,-168.2352941,-283.6538462,9.602076125,sumishield,3.633333333,3.633333333,38,4,33,16,68,13,44,21
247,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,Sumishield,,Ifakara,Tanzania,Ifakara_huts,-23.88059701,-48.50809889,-246.9642857,37.3453997,sumishield,3.666666667,3.666666667,67,2,44,28,51,20,25,29
