,Study,Mosquito,Insecticide,concn,Hut,location,wall_type,Deterrency,Induced_Exophily,Bloodfeeding_inhibition,Insecticide_induced_mortality,insecticide,Months_since_IRS,lp0,time,Ntotalfemalemosq_C,Ntotaldied_C,Nexittraps_C,Nbloodfed_C,Ntotalfemalemosq_IRS,Ntotaldied_IRS,Nexittraps_IRS,Nbloodfed_IRS,P_fed_and_alive,P_fed_and_dead,P_unfed_and_dead,P_unfed_and_alive,P_killed,P_bloodfed,P_other,GROUP
240,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,22.10743802,31.22394847,11.65112233,30.34909601,deltamethrin,4.5,0.537634409,4.5,484,49,176,465,377,141,212,320,,,,,,,,17
241,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,15.32091097,25.43621753,11.29792669,32.2059223,deltamethrin,4.75,0.537634409,4.75,483,51,190,446,409,161,224,335,,,,,,,,17
242,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,-9.818181818,21.72069246,3.841059603,41.56411326,deltamethrin,5,0.537634409,5,275,21,104,250,302,139,155,264,,,,,,,,17
243,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,50.68965517,32.75118664,-3.832167832,34.0298256,deltamethrin,5.25,0.537634409,5.25,290,41,97,250,143,62,79,128,,,,,,,,17
244,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,39.61352657,19.1255814,-7.367032967,37.0375,deltamethrin,5.5,0.537634409,5.5,207,15,78,182,125,52,62,118,,,,,,,,17
245,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,66.14173228,14.01236385,-1.040391677,31.25501203,deltamethrin,5.75,0.537634409,5.75,127,11,48,114,43,16,20,39,,,,,,,,17
246,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,25.3968254,26.44006227,5.71583123,31.31703886,deltamethrin,6,0.537634409,6,126,5,44,118,94,32,49,83,,,,,,,,17
247,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,8.620689655,13.77930246,0.336927224,23.78706199,deltamethrin,6.25,0.537634409,6.25,58,2,25,56,53,14,27,51,,,,,,,,17
248,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,23.52941176,33.0206379,5.846153846,25.27472527,deltamethrin,6.5,0.537634409,6.5,51,2,10,50,39,11,18,36,,,,,,,,17
249,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,61.9047619,45.95588235,10.19736842,10.36585366,deltamethrin,6.75,0.537634409,6.75,42,1,8,38,16,2,9,13,,,,,,,,17
250,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,54.83870968,16.21621622,4.047619048,31.03044496,deltamethrin,7,0.537634409,7,62,1,25,60,28,9,14,26,,,,,,,,17
251,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,32.43243243,20.30769231,4,24,deltamethrin,7.25,0.537634409,7.25,37,0,11,37,25,6,11,24,,,,,,,,17
252,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,35,26.57342657,-9.467455621,24.38070404,deltamethrin,7.5,0.537634409,7.5,60,1,16,52,39,10,18,37,,,,,,,,17
253,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,2.564102564,41.84210526,2.916073969,27.07756233,deltamethrin,7.75,0.537634409,7.75,39,1,9,37,38,11,21,35,,,,,,,,17
254,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,75,60,7.692307692,0,deltamethrin,8,0.537634409,8,16,0,6,13,4,0,3,3,,,,,,,,17
255,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,41.37931034,19.19504644,8.613445378,17.64705882,deltamethrin,8.25,0.537634409,8.25,29,0,10,28,17,3,8,15,,,,,,,,17
256,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,mud,2.272727273,-9.634551495,2.325581395,9.302325581,deltamethrin,8.5,0.537634409,8.5,44,0,16,44,43,4,13,42,,,,,,,,17
257,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,47.63681592,-0.722511985,-4.657997504,55.50123377,deltamethrin,0.25,0.600950119,0,804,83,421,531,421,253,219,291,,,,,,,,18
258,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,41.62790698,4.323074674,19.88794135,60.0686337,deltamethrin,0.5,0.600950119,0.5,1720,227,848,1452,1004,656,517,679,,,,,,,,18
259,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,19.48470209,13.60851735,-21.59654747,39.66816221,deltamethrin,0.75,0.600950119,0.75,1242,83,608,811,1000,437,559,794,,,,,,,,18
260,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,53.63951473,43.52424855,-14.24064008,33.98891291,deltamethrin,1,0.600950119,1,1154,43,562,827,535,195,380,438,,,,,,,,18
261,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,50.2596054,34.20383374,15.60054024,40.81918804,deltamethrin,1.25,0.600950119,1.25,963,22,413,929,479,202,299,390,,,,,,,,18
262,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,48.69325997,9.246816354,12.84909996,40.43008723,deltamethrin,1.5,0.600950119,1.5,727,17,407,700,373,156,224,313,,,,,,,,18
263,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,58.81147541,20.39800995,3.713840181,37.77331828,deltamethrin,1.75,0.600950119,1.75,488,12,244,469,201,79,121,186,,,,,,,,18
264,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,73.17073171,42.54955571,7.8892372,46.9019807,deltamethrin,2,0.600950119,2,369,11,103,348,99,48,58,86,,,,,,,,18
265,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,75.97911227,28.47634553,-1.481392268,47.6712412,deltamethrin,2.25,0.600950119,2.25,383,25,156,361,92,47,53,88,,,,,,,,18
266,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,72.58064516,33.44783169,6.485671192,38.91625616,deltamethrin,2.5,0.600950119,2.5,434,28,160,429,119,51,69,110,,,,,,,,18
267,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,52.17391304,30.0150263,5.746585021,42.56969697,deltamethrin,2.75,0.600950119,2.75,391,16,149,386,187,84,106,174,,,,,,,,18
268,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,56.75057208,36.86629892,7.732911058,37.39018965,deltamethrin,3,0.600950119,3,437,16,155,421,189,75,112,168,,,,,,,,18
269,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,50.82644628,29.73561518,4.326719747,49.71107749,deltamethrin,3.25,0.600950119,3.25,484,23,183,457,238,124,134,215,,,,,,,,18
270,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,22.61904762,28.47227191,1.689476168,43.17213731,deltamethrin,3.5,0.600950119,3.5,336,29,121,326,260,125,141,248,,,,,,,,18
271,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,43.18658281,33.03142122,-9.538876861,41.59510231,deltamethrin,3.75,0.600950119,3.75,477,37,180,421,271,125,158,262,,,,,,,,18
272,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,43.51851852,38.66923819,-5.961251863,36.22661767,deltamethrin,4,0.600950119,4,432,35,126,396,244,101,138,237,,,,,,,,18
273,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,43.63256785,20.95112119,3.232323232,47.21435082,deltamethrin,4.25,0.600950119,4.25,479,32,185,473,270,137,139,258,,,,,,,,18
274,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,28.51239669,23.24525186,32.31400336,51.12085576,deltamethrin,4.5,0.600950119,4.5,484,49,176,465,346,194,177,225,,,,,,,,18
275,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,47.41200828,22.11980328,21.97574238,49.37937445,deltamethrin,4.75,0.600950119,4.75,483,51,190,446,254,139,134,183,,,,,,,,18
276,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,20,23.97660819,-3.5,46.8503937,deltamethrin,5,0.600950119,5,275,21,104,250,220,112,116,207,,,,,,,,18
277,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,51.03448276,29.10311611,-12.73239437,35.20561118,deltamethrin,5.25,0.600950119,5.25,290,41,97,250,142,63,75,138,,,,,,,,18
278,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,36.23188406,25.84566596,-8.566433566,39.55965909,deltamethrin,5.5,0.600950119,5.5,207,15,78,182,132,58,71,126,,,,,,,,18
279,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,33.85826772,40.67209162,-2.119883041,32.22495895,deltamethrin,5.75,0.600950119,5.75,127,11,48,114,84,32,53,77,,,,,,,,18
280,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,15.87301587,37.66682006,-3.757595139,33.19819117,deltamethrin,6,0.600950119,6,126,5,44,118,106,38,63,103,,,,,,,,18
281,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,-10.34482759,17.61363636,2.901785714,41.74107143,deltamethrin,6.25,0.600950119,6.25,58,2,25,56,64,28,34,60,,,,,,,,18
282,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,23.52941176,39.39962477,8.461538462,43.95604396,deltamethrin,6.5,0.600950119,6.5,51,2,10,50,39,18,20,35,,,,,,,,18
283,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,52.38095238,38.23529412,11.57894737,38.53658537,deltamethrin,6.75,0.600950119,6.75,42,1,8,38,20,8,10,16,,,,,,,,18
284,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,46.77419355,18.75511876,15.45454545,35.32041729,deltamethrin,7,0.600950119,7,62,1,25,60,33,12,17,27,,,,,,,,18
285,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,0,42.30769231,8.108108108,32.43243243,deltamethrin,7.25,0.600950119,7.25,37,0,11,37,37,12,22,34,,,,,,,,18
286,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,63.33333333,44.21487603,-15.38461538,21.41756549,deltamethrin,7.5,0.600950119,7.5,60,1,16,52,22,5,13,22,,,,,,,,18
287,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,56.41025641,23.52941176,-5.405405405,27.55417957,deltamethrin,7.75,0.600950119,7.75,39,1,9,37,17,5,7,17,,,,,,,,18
288,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,50,20,-23.07692308,37.5,deltamethrin,8,0.600950119,8,16,0,6,13,8,3,4,8,,,,,,,,18
289,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,37.93103448,32.16374269,-3.571428571,33.33333333,deltamethrin,8.25,0.600950119,8.25,29,0,10,28,18,6,10,18,,,,,,,,18
290,Ngufor_2017_PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,plywood,6.818181818,27.17770035,0,17.07317073,deltamethrin,8.5,0.600950119,8.5,44,0,16,44,41,7,22,41,,,,,,,,18
291,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,concrete,-50,,27.27272727,58.73015873,deltamethrin,1,0.653333333,0,50,8,,44,75,49,,48,,,,,,,,19
292,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,concrete,-14.03508772,,49.89010989,34.62937063,deltamethrin,2,0.653333333,2,57,2,,56,65,24,,32,,,,,,,,19
293,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,concrete,6.382978723,,46.59090909,29.59710744,deltamethrin,3,0.653333333,3,47,3,,42,44,15,,21,,,,,,,,19
294,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,concrete,-100.621118,,71.14225191,79.54114875,deltamethrin,4,0.653333333,4,161,27,,95,323,268,,55,,,,,,,,19
295,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,concrete,-271.372549,,58.57363334,57.29616828,deltamethrin,5,0.653333333,5,255,28,,117,947,587,,180,,,,,,,,19
296,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,concrete,-245.045045,,69.94487961,69.42295255,deltamethrin,6,0.653333333,6,111,2,,81,383,268,,84,,,,,,,,19
297,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,concrete,-216.2790698,,53.35101254,61.68685121,deltamethrin,7,0.653333333,7,86,1,,61,272,169,,90,,,,,,,,19
298,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,concrete,-13.04347826,,75.87412587,35.66433566,deltamethrin,9,0.653333333,9,23,1,,22,26,10,,6,,,,,,,,19
299,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,mud,-30,,12.58741259,28.57142857,deltamethrin,1,0.4,0,50,8,,44,65,26,,50,,,,,,,,20
300,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,mud,-54.38596491,,46.79383117,41.11570248,deltamethrin,2,0.4,2,57,2,,56,88,38,,46,,,,,,,,20
301,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,mud,31.91489362,,61.5327381,13.21022727,deltamethrin,3,0.4,3,47,3,,42,32,6,,11,,,,,,,,20
302,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,mud,-109.9378882,,71.42011834,66.23023934,deltamethrin,4,0.4,4,161,27,,95,338,243,,57,,,,,,,,20
303,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,mud,-233.3333333,,45.38461538,62.99559471,deltamethrin,5,0.4,5,255,28,,117,850,570,,213,,,,,,,,20
304,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,mud,-257.6576577,,71.34993936,70.50123634,deltamethrin,6,0.4,6,111,2,,81,397,282,,83,,,,,,,,20
305,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,mud,-172.0930233,,62.04287516,62.38310709,deltamethrin,7,0.4,7,86,1,,61,234,147,,63,,,,,,,,20
306,Oxborough_2014_para_vec,Anopheles_arabiensis,deltamethrin_wg,0.025,EastAfrica,Tanzania,mud,-30.43478261,,16.36363636,19.84848485,deltamethrin,9,0.4,9,23,1,,22,30,7,,24,,,,,,,,20
307,Oxborough2010,Anophelesarabiensis,alphacypermethrin,0.03,EastAfrica,Tanzania,concrete,-17.90123457,-5.09902117,33.4627189,51.93717277,alphacypermethrin,0.5,0.554973822,0,162,12,116,116,191,106,134,91,,,,,,,,21
308,Oxborough2010,Anophelesarabiensis,alphacypermethrin,0.03,EastAfrica,Tanzania,concrete,2.290076336,47.06357759,33.77757353,37.27318548,alphacypermethrin,1,0.554973822,1,131,7,102,102,128,52,113,66,,,,,,,,21
309,Oxborough2010,Anophelesarabiensis,alphacypermethrin,0.03,EastAfrica,Tanzania,concrete,-30.76923077,-33.82352941,16.57754011,12.05882353,alphacypermethrin,1.5,0.554973822,1.5,26,6,22,22,34,11,27,24,,,,,,,,21
310,Oxborough2010,Anophelesarabiensis,alphacypermethrin,0.03,EastAfrica,Tanzania,concrete,-250,,42.85714286,57.14285714,alphacypermethrin,2,0.554973822,2,2,0,2,2,7,4,5,4,,,,,,,,21
311,Agossa_2018ParaVec,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,cement,8.615049073,68.13479714,5.180171368,7.99522673,deltamethrin,1,0.079952267,0,917,0,292,854,838,67,656,740,,,,,,,,22
312,Agossa_2018ParaVec,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,cement,17.69706337,64.90523007,1.44921448,10.04694836,deltamethrin,2,0.079952267,2,1294,0,380,1207,1065,107,801,979,,,,,,,,22
313,Agossa_2018ParaVec,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,cement,30.39940828,50.68012752,-2.386323584,9.032943677,deltamethrin,3,0.079952267,3,1352,0,312,1197,941,85,584,853,,,,,,,,22
314,Agossa_2018ParaVec,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,cement,5.654101996,62.41144603,-4.832442725,7.990599295,deltamethrin,4,0.079952267,4,902,0,276,822,851,68,629,813,,,,,,,,22
315,Agossa_2018ParaVec,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,cement,5.156950673,62.01529959,-3.199295241,4.964539007,deltamethrin,5,0.079952267,5,892,0,273,848,846,42,623,830,,,,,,,,22
316,Agossa_2018ParaVec,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,cement,-9.97706422,50.63063733,-1.992788673,1.981230448,deltamethrin,6,0.079952267,6,872,0,255,830,959,19,624,931,,,,,,,,22
317,Agossa_2018ParaVec,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,cement,-6.684491979,52.19172429,0.447043895,5.012531328,deltamethrin,7,0.079952267,7,1122,0,375,1031,1197,60,816,1095,,,,,,,,22
318,Agossa_2018ParaVec,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,cement,0.476947536,39.97921909,3.025856304,3.993610224,deltamethrin,8,0.079952267,8,1258,0,354,1204,1252,50,712,1162,,,,,,,,22
319,Akogbeto2010,Anophelesgambiae,deltamethrin,0.2,WestAfrica,Benin,cement,3.225806452,26.47435897,48.33333333,65.55555556,deltamethrin,1,0.666666667,0,62,2,10,20,60,40,23,10,,,,,,,,23
320,Akogbeto2010,Anophelesgambiae,deltamethrin,0.2,WestAfrica,Benin,cement,28.76712329,60.26850508,29.80769231,66.38678223,deltamethrin,2,0.666666667,2,73,2,20,10,52,35,37,5,,,,,,,,23
321,Akogbeto2010,Anophelesgambiae,deltamethrin,0.2,WestAfrica,Benin,cement,13.69863014,18.20728291,42.06349206,18.88888889,deltamethrin,3,0.666666667,3,73,3,5,8,63,14,15,4,,,,,,,,23
322,Akogbeto2010,Anophelesgambiae,deltamethrin,0.2,WestAfrica,Benin,cement,34.69387755,7.03125,8.125,23.4375,deltamethrin,4,0.666666667,4,49,3,21,5,32,9,15,3,,,,,,,,23
323,Akogbeto2010,Anophelesgambiae,alphacypermethrin,0.2,WestAfrica,Benin,cement,3.225806452,22.5,43.16666667,77.61111111,alphacypermethrin,1,0.783333333,0,62,2,10,20,60,47,21,11,,,,,,,,24
324,Akogbeto2010,Anophelesgambiae,alphacypermethrin,0.2,WestAfrica,Benin,cement,-12.32876712,44.56971928,10.97560976,59.87633116,alphacypermethrin,2,0.783333333,2,73,2,20,10,82,50,49,10,,,,,,,,24
325,Akogbeto2010,Anophelesgambiae,alphacypermethrin,0.2,WestAfrica,Benin,cement,-6.849315068,38.06561086,53.20512821,21.11721612,alphacypermethrin,3,0.783333333,3,73,3,5,8,78,19,33,4,,,,,,,,24
326,Akogbeto2010,Anophelesgambiae,alphacypermethrin,0.2,WestAfrica,Benin,cement,30.6122449,22.79411765,42.35294118,31.0741688,alphacypermethrin,4,0.783333333,4,49,3,21,5,34,12,19,2,,,,,,,,24
