,Study,Mosquito,Insecticide,concn,Hut,location,wall_type,Deterrency,Induced_Exophily,Bloodfeeding_inhibition,Insecticide_induced_mortality,insecticide,Months_since_IRS,time,lp0,Ntotalfemalemosq_C,Ntotaldied_C,Nexittraps_C,Nbloodfed_C,Ntotalfemalemosq_IRS,Ntotaldied_IRS,Nexittraps_IRS,Nbloodfed_IRS,P_fed_and_alive,P_fed_and_dead,P_unfed_and_dead,P_unfed_and_alive,P_killed,P_bloodfed,P_other
229,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,8,8,,280,53,104,256,176,59,72,160,,,,,,,
230,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,9,9,,712,119,320,672,600,352,272,584,,,,,,,
231,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,10,10,,544,59,136,504,424,224,216,424,,,,,,,
232,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,11,11,,504,45,184,368,328,55,112,240,,,,,,,
233,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,12,12,,968,57,480,840,680,75,200,640,,,,,,,
222,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,1,1,,736,30,440,696,512,502,264,488,,,,,,,
223,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,2,2,,568,53,240,544,640,597,264,632,,,,,,,
224,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,3,3,,1104,68,376,1088,872,738,416,792,,,,,,,
225,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,4,4,,1552,143,648,1328,1120,975,328,1016,,,,,,,
226,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,5,5,,1304,192,576,1168,856,639,320,808,,,,,,,
227,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,6,6,,984,111,448,744,560,431,328,528,,,,,,,
228,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,7,7,,1032,52,392,968,544,435,136,512,,,,,,,
229,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,8,8,,280,53,104,256,176,87,72,160,,,,,,,
230,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,9,9,,712,119,320,672,600,430,272,584,,,,,,,
231,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,10,10,,544,59,136,504,424,357,216,424,,,,,,,
232,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,11,11,,504,45,184,368,328,172,112,240,,,,,,,
233,Rowland2013mud,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,mud,,,,,pirimiphosmethyl,12,12,,968,57,480,840,680,279,200,640,,,,,,,
234,Oxborough2014MalJ,Anophelesarabiensis,pirimiphos-methylB30%CS,,EastAfrica,Tanzania,mud,,,,,pirimiphosmethyl,2,0,,1070,214,,546,703,598,,366,,,,,,,
235,Oxborough2014MalJ,Anophelesarabiensis,pirimiphos-methylB30%CS,,EastAfrica,Tanzania,mud,,,,,pirimiphosmethyl,4,4,,364,73,,280,370,326,,204,,,,,,,
236,Oxborough2014MalJ,Anophelesarabiensis,pirimiphos-methylB30%CS,,EastAfrica,Tanzania,mud,,,,,pirimiphosmethyl,6,6,,321,26,,292,385,304,,258,,,,,,,
237,Oxborough2014MalJ,Anophelesarabiensis,pirimiphos-methylB30%CS,,EastAfrica,Tanzania,mud,,,,,pirimiphosmethyl,8,8,,112,8,,99,359,334,,93,,,,,,,
238,Oxborough2014MalJ,Anophelesarabiensis,pirimiphos-methylB30%CS,,EastAfrica,Tanzania,mud,,,,,pirimiphosmethyl,10,10,,1047,105,,461,1378,965,,482,,,,,,,
239,Oxborough2014MalJ,Anophelesarabiensis,pirimiphos-methylB30%CS,,EastAfrica,Tanzania,mud,,,,,pirimiphosmethyl,12,12,,521,68,,266,795,588,,302,,,,,,,
240,Oxborough2014MalJ,Anophelesarabiensis,pirimiphos-methylBM30%CS,,EastAfrica,Tanzania,mud,,,,,pirimiphosmethyl,2,0,,1070,214,,546,735,588,,353,,,,,,,
241,Oxborough2014MalJ,Anophelesarabiensis,pirimiphos-methylBM30%CS,,EastAfrica,Tanzania,mud,,,,,pirimiphosmethyl,4,4,,364,73,,280,714,585,,400,,,,,,,
242,Oxborough2014MalJ,Anophelesarabiensis,pirimiphos-methylBM30%CS,,EastAfrica,Tanzania,mud,,,,,pirimiphosmethyl,6,6,,321,26,,292,546,399,,366,,,,,,,
243,Oxborough2014MalJ,Anophelesarabiensis,pirimiphos-methylBM30%CS,,EastAfrica,Tanzania,mud,,,,,pirimiphosmethyl,8,8,,112,8,,99,421,370,,126,,,,,,,
244,Oxborough2014MalJ,Anophelesarabiensis,pirimiphos-methylBM30%CS,,EastAfrica,Tanzania,mud,,,,,pirimiphosmethyl,10,10,,1047,105,,461,1540,1109,,493,,,,,,,
245,Oxborough2014MalJ,Anophelesarabiensis,pirimiphos-methylBM30%CS,,EastAfrica,Tanzania,mud,,,,,pirimiphosmethyl,12,12,,521,68,,266,945,633,,387,,,,,,,
